Hotel Name,Location,Rating,Room Score,Room Type,Bed Type,Price,City,Country,twins,fulls,queen,king,sofa beds,bunk beds,futon beds,Number of bed
Cosy apartment Montparnasse/Parc des Expositions (Jean Moulin),"14th arr., Paris",7.0,0.0,Apartment,"2 beds (1 full, 1 sofa bed)",415.394,Paris,France,0,1,0,0,0,0,0,2
Paris superbe appartement Matignon,"8th arr., Paris",9.4,10.0,One-Bedroom Apartment,2 full beds,915.498,Paris,France,0,2,0,0,0,0,0,2
Duplex de luxe,"8th arr., Paris",0.0,0.0,Two-Bedroom Apartment,"4 beds (2 sofa beds, 2 queens)",414.253,Paris,France,0,0,2,0,2,0,0,4
"Luxueux Flat, vue Tour Effiel","16th arr., Paris",10.0,10.0,Two-Bedroom Apartment,"4 beds (1 twin, 2 fulls, 1 queen)",1937.9360000000001,Paris,France,1,2,1,0,0,0,0,4
Champs Elysées deux pas de l Etoile Tour Eiffel,"8th arr., Paris",0.0,0.0,Two-Bedroom Apartment,"3 beds (2 fulls, 1 sofa bed)",2274.56,Paris,France,0,2,0,0,0,0,0,3
Le patio sur deux étages,"19th arr., Paris",5.8,0.0,One-Bedroom Apartment,1 full bed,460.551,Paris,France,0,1,0,0,0,0,0,1
CMG Résidence Saint Lazare,"8th arr., Paris",6.1,0.0,One-Bedroom Apartment,"2 beds (1 full, 1 sofa bed)",576.1560000000001,Paris,France,0,1,0,0,0,0,0,2
Parisian Cocoon 1bdr Flat - Prime Loc le Marais,"3rd arr., Paris",7.8,8.3,One-Bedroom Apartment,"2 beds (1 full, 1 sofa bed)",968.864,Paris,France,0,1,0,0,0,0,0,2
16ième Très beau appartement Parc des princes / Roland garros,Paris,0.0,0.0,One-Bedroom Apartment,"2 beds (1 full, 1 sofa bed)",736.346,Paris,France,0,1,0,0,0,0,0,2
Modern's Hotel,"12th arr., Paris",3.2,0.0,Standard Double Room,1 full bed,302.753,Paris,France,0,1,0,0,0,0,0,1
Appartement 2 pièces Palais des Congrès proche Arc de Triomphe,"17th arr., Paris",0.0,0.0,One-Bedroom Apartment,"3 beds (1 full, 2 sofa beds)",771.972,Paris,France,0,1,0,0,2,0,0,3
St Michel - Deluxe Apartment - Harpe,"5th arr., Paris",6.7,0.0,Apartment with Terrace,"3 beds (1 twin, 1 full, 1 sofa bed)",1225.695,Paris,France,1,1,0,0,0,0,0,3
Appartement paris Trocadero - Passy,"16th arr., Paris",0.0,0.0,One-Bedroom Apartment,1 full bed,255.166,Paris,France,0,1,0,0,0,0,0,1
indépendant flat: canal st martin&trains stations!,"19th arr., Paris",7.8,0.0,One-Bedroom Apartment,"2 beds (1 full, 1 sofa bed)",497.208,Paris,France,0,1,0,0,0,0,0,2
Blue Nights Sébastopol 110,"3rd arr., Paris",6.7,0.0,Superior Studio,"2 beds (1 king, 1 sofa bed)",419.938,Paris,France,0,0,0,1,0,0,0,2
DUPLEX - 2 Bedrooms - PERE LACHAISE - Paris 20e !,"20th arr., Paris",0.0,0.0,Two-Bedroom Apartment,"2 beds (1 full, 1 queen)",494.666,Paris,France,0,1,1,0,0,0,0,2
Flat magnifique 4 P arc triomphe,"16th arr., Paris",0.0,0.0,One-Bedroom Apartment,"2 beds (1 full, 1 sofa bed)",1259.989,Paris,France,0,1,0,0,0,0,0,2
Cosy Bedroom - Tour Eiffel Champs de Mars 17B,"15th arr., Paris",1.0,0.0,Double Room,1 full bed,312.504,Paris,France,0,1,0,0,0,0,0,1
8.Studio 2Pers#Sèvres-Lecourbe#Necker,"15th arr., Paris",8.7,10.0,Studio,1 queen bed,423.582,Paris,France,0,0,1,0,0,0,0,1
La Résidence du Sénateur,"6th arr., Paris",8.8,9.3,Apartment with Garden View,"5 beds (2 twins, 1 king, 1 sofa bed, 1 queen)",4764.775000000001,Paris,France,2,0,1,1,0,0,0,5
Joli Appart 4pers#Buttes Chaumont#Chapeau Rouge,"19th arr., Paris",5.9,0.0,One-Bedroom Apartment,"2 beds (1 full, 1 sofa bed)",442.067,Paris,France,0,1,0,0,0,0,0,2
Exceptional duplex apartment bathed in sunshine,"8th arr., Paris",0.0,0.0,Duplex Apartment,"9 beds (4 kings, 3 sofa beds, 2 queens)",2230.141,Paris,France,0,0,2,4,3,0,0,9
Two-Bedroom Apartment Champs-Elysées,"8th arr., Paris",9.5,10.0,Two-Bedroom Apartment,"4 beds (2 twins, 1 king, 1 queen)",1474.252,Paris,France,2,0,1,1,0,0,0,4
19 Atelier Montorgueil,"2nd arr., Paris",5.0,0.0,Apartment - Ground Floor,"4 beds (2 fulls, 2 sofa beds)",702.166,Paris,France,0,2,0,0,2,0,0,4
Magnifique flat avec balcon Champs-Elysées. AC,"8th arr., Paris",8.0,0.0,Two-Bedroom Apartment,"4 beds (2 fulls, 2 sofa beds)",2251.759,Paris,France,0,2,0,0,2,0,0,4
CMG Résidence Montmartre - Cottages,"18th arr., Paris",6.9,0.0,Apartment,"2 beds (1 sofa bed, 1 queen)",457.865,Paris,France,0,0,1,0,0,0,0,2
Duplex luxe,"11th arr., Paris",0.0,0.0,Three-Bedroom Apartment,"3 beds (1 sofa bed, 2 queens)",331.402,Paris,France,0,0,2,0,0,0,0,3
Veeve - Village Vision,"13th arr., Paris",0.0,0.0,Apartment,3 full beds,1290.373,Paris,France,0,3,0,0,0,0,0,3
Luxe Marais Bretagne CityCosy,"3rd arr., Paris",8.0,0.0,Apartment,"2 beds (1 full, 1 sofa bed)",1040.505,Paris,France,0,1,0,0,0,0,0,2
CMG Faubourg Saint-Martin - Chaudron,"10th arr., Paris",4.5,0.0,Studio,"2 beds (1 full, 1 sofa bed)",311.398,Paris,France,0,1,0,0,0,0,0,2
3.Appartement 6Pers#Sèvres-Lecourbe#Necker,"15th arr., Paris",10.0,10.0,One-Bedroom Apartment,"3 beds (2 fulls, 1 sofa bed)",861.994,Paris,France,0,2,0,0,0,0,0,3
Nice Private Room in Center Paris,"13th arr., Paris",0.0,0.0,Double Room with Shared Bathroom,1 queen bed,631.126,Paris,France,0,0,1,0,0,0,0,1
Nid douillet et chaleureux pour se détendre,"16th arr., Paris",5.3,0.0,Studio,"2 beds (1 twin, 1 full)",292.414,Paris,France,1,1,0,0,0,0,0,2
Artirama,"1st arr., Paris",0.0,0.0,Two-Bedroom Apartment,,1664.808,Paris,France,0,0,0,0,0,0,0,0
Eiffel Tower appartement,"7th arr., Paris",0.0,0.0,Two-Bedroom Apartment,"3 beds (2 fulls, 1 sofa bed)",1662.413,Paris,France,0,2,0,0,0,0,0,3
Maison rudigier,"7th arr., Paris",0.0,0.0,One-Bedroom Apartment,1 full bed,1291.493,Paris,France,0,1,0,0,0,0,0,1
Maison perchelot,"9th arr., Paris",0.0,0.0,One-Bedroom Apartment,1 full bed,1072.4270000000001,Paris,France,0,1,0,0,0,0,0,1
Michkas home,"9th arr., Paris",0.0,0.0,One-Bedroom Apartment,1 full bed,766.367,Paris,France,0,1,0,0,0,0,0,1
Charming apartment for 2 people - Paris 18,"18th arr., Paris",0.0,0.0,Apartment,1 full bed,268.061,Paris,France,0,1,0,0,0,0,0,1
Nice apartment for 4 people - Paris 10,"10th arr., Paris",0.0,0.0,Apartment,"2 beds (1 full, 1 sofa bed)",412.01,Paris,France,0,1,0,0,0,0,0,2
Luxurious 2 Bedroom with Huge Private Terrace,"17th arr., Paris",0.0,0.0,Two-Bedroom Apartment,"3 beds (2 fulls, 1 sofa bed)",748.929,Paris,France,0,2,0,0,0,0,0,3
Superb penthouse apartment,"8th arr., Paris",0.0,0.0,Three-Bedroom Apartment,"5 beds (3 kings, 2 sofa beds)",1139.029,Paris,France,0,0,0,3,2,0,0,5
Studio proche Invalides et Unesco,"7th arr., Paris",0.0,0.0,One-Bedroom Apartment,"2 beds (1 full, 1 sofa bed)",554.855,Paris,France,0,1,0,0,0,0,0,2
Emily 's in Paris,"5th arr., Paris",0.0,0.0,Two-Bedroom Apartment,"2 beds (1 full, 1 queen)",1668.39,Paris,France,0,1,1,0,0,0,0,2
Nice apartment for 4 people - Paris 17,"17th arr., Paris",0.0,0.0,Apartment,"2 beds (1 full, 1 sofa bed)",458.623,Paris,France,0,1,0,0,0,0,0,2
Bright studio for 2 people - Paris 8,"8th arr., Paris",0.0,0.0,Apartment,1 full bed,340.60200000000003,Paris,France,0,1,0,0,0,0,0,1
Luxurious 2 Bedroom with Huge Private Terrace,"17th arr., Paris",0.0,0.0,Two-Bedroom Apartment,"3 beds (2 fulls, 1 sofa bed)",658.5550000000001,Paris,France,0,2,0,0,0,0,0,3
Quai de la Loire Test,"19th arr., Paris",0.0,0.0,Two-Bedroom Apartment,"3 beds (1 full, 1 sofa bed, 1 queen)",15351.714,Paris,France,0,1,1,0,0,0,0,3
Appartement quartier Montorgueil !,"2nd arr., Paris",0.0,0.0,One-Bedroom Apartment,"2 beds (1 full, 1 sofa bed)",1713.056,Paris,France,0,1,0,0,0,0,0,2
GuestReady - A touch of emerald with Eiffel view,"16th arr., Paris",0.0,0.0,Three-Bedroom Apartment,"3 beds (1 full, 1 king, 1 queen)",2253.4990000000003,Paris,France,0,1,1,1,0,0,0,3
Stunning architect studio near the Marais,"11th arr., Paris",0.0,0.0,One-Bedroom Apartment,1 queen bed,351.94100000000003,Paris,France,0,0,1,0,0,0,0,1
Sublim apartment Champs Elysée (ponthieu),"8th arr., Paris",0.0,0.0,Two-Bedroom Apartment,"3 beds (2 fulls, 1 sofa bed)",1181.797,Paris,France,0,2,0,0,0,0,0,3
Studio Avenue des Champs-Elysées,"8th arr., Paris",1.0,0.0,Studio,2 full beds,414.253,Paris,France,0,2,0,0,0,0,0,2
MyKeypers - Deluxe Cosy Flat 4P - République,"10th arr., Paris",0.0,0.0,One-Bedroom Apartment,"2 beds (1 full, 1 sofa bed)",676.381,Paris,France,0,1,0,0,0,0,0,2
HSH Luxueux Appartement Belles Feuilles Trocadero,"16th arr., Paris",0.0,0.0,Two-Bedroom Apartment,2 full beds,3289.6530000000002,Paris,France,0,2,0,0,0,0,0,2
[New] Eiffel tower view studio / Paris Étoile,"16th arr., Paris",0.0,0.0,One-Bedroom Apartment,1 full bed,646.965,Paris,France,0,1,0,0,0,0,0,1
New Apartment near Champs Elysées,"17th arr., Paris",0.0,0.0,One-Bedroom Apartment,1 queen bed,609.195,Paris,France,0,0,1,0,0,0,0,1
Lovely & cosy apartment Paris 15th,"15th arr., Paris",5.0,0.0,Two-Bedroom Apartment,"3 beds (1 sofa bed, 2 queens)",875.0600000000001,Paris,France,0,0,2,0,0,0,0,3
Superbe Appartement Paris 17,"17th arr., Paris",8.0,10.0,Two-Bedroom Apartment,"3 beds (1 full, 1 sofa bed, 1 queen)",869.9300000000001,Paris,France,0,1,1,0,0,0,0,3
EIFFEL TOWER,"7th arr., Paris",0.0,0.0,Three-Bedroom Apartment,"4 beds (3 kings, 1 sofa bed)",2095.631,Paris,France,0,0,0,3,0,0,0,4
Appartement - Arc de Triomphe,"17th arr., Paris",2.5,0.0,One-Bedroom Apartment,"2 beds (1 full, 1 sofa bed)",680.558,Paris,France,0,1,0,0,0,0,0,2
Luxury Paris Trocadero I by Airsuite,"16th arr., Paris",0.0,0.0,Apartment,"2 beds (1 sofa bed, 1 queen)",1051.645,Paris,France,0,0,1,0,0,0,0,2
CHAMPS-ELySÉES,"16th arr., Paris",5.0,0.0,Two-Bedroom Apartment,"3 beds (1 sofa bed, 2 queens)",1308.8990000000001,Paris,France,0,0,2,0,0,0,0,3
LUXURY ARC DE TRiOMPHE,"8th arr., Paris",0.0,0.0,Two-Bedroom Apartment,"4 beds (2 twins, 1 king, 1 sofa bed)",1315.861,Paris,France,2,0,0,1,0,0,0,4
SUITE CHAMPS-ELySÉES,"8th arr., Paris",0.0,0.0,Deluxe Suite with Spa Bath,1 king bed,1294.9750000000001,Paris,France,0,0,0,1,0,0,0,1
Appartement near to Montparnasse,"14th arr., Paris",0.0,0.0,One-Bedroom Apartment,1 king bed,377.701,Paris,France,0,0,0,1,0,0,0,1
Agréable Appartement parking - quai de la seine,"19th arr., Paris",8.0,0.0,Two-Bedroom Apartment,2 full beds,853.163,Paris,France,0,2,0,0,0,0,0,2
Jean-Marie,"12th arr., Paris",0.0,0.0,One-Bedroom Villa,"6 beds (1 twin, 1 full, 1 king, 2 sofa beds, 1 queen)",1346.3210000000001,Paris,France,1,1,1,1,2,0,0,6
ARC DE TRiUMPH 4 BEDROOMS,"8th arr., Paris",0.0,0.0,Three-Bedroom Apartment,"4 beds (3 kings, 1 sofa bed)",2924.136,Paris,France,0,0,0,3,0,0,0,4
GuestReady - Charming classic-style apartment,"18th arr., Paris",0.0,0.0,One-Bedroom Apartment,1 full bed,24365.364,Paris,France,0,1,0,0,0,0,0,1
Modern & Design Loft-Style Apartment in Paris 16th,"16th arr., Paris",0.0,0.0,One-Bedroom Apartment,1 full bed,1864.137,Paris,France,0,1,0,0,0,0,0,1
Paris apartment,"16th arr., Paris",0.0,0.0,Standard Apartment,"2 beds (1 full, 1 sofa bed)",925.976,Paris,France,0,1,0,0,0,0,0,2
43 Mezzanine 5Pers Madeleine Gallerie La Fayette,"8th arr., Paris",9.8,10.0,One-Bedroom Apartment,"3 beds (1 full, 2 sofa beds)",836.616,Paris,France,0,1,0,0,2,0,0,3
AMAZING FLAT IN GREAT LOCALISATION in 6 AREAPARIS,"7th arr., Paris",0.0,0.0,One-Bedroom Apartment,1 king bed,2029.838,Paris,France,0,0,0,1,0,0,0,1
CMG Cosy Studio 2P - Parc Buttes Chaumont,"19th arr., Paris",5.0,0.0,Studio,1 full bed,469.988,Paris,France,0,1,0,0,0,0,0,1
Appartement calme.,"18th arr., Paris",0.0,0.0,Two-Bedroom Apartment,3 full beds,609.195,Paris,France,0,3,0,0,0,0,0,3
Palmers face Hyatt Regency,"17th arr., Paris",10.0,10.0,Apartment,"5 beds (3 sofa beds, 2 queens)",1812.616,Paris,France,0,0,2,0,3,0,0,5
Countryside in Montmartre,"18th arr., Paris",0.0,0.0,One-Bedroom Villa,1 queen bed,1340.229,Paris,France,0,0,1,0,0,0,0,1
Studio type loft,"19th arr., Paris",0.0,0.0,Studio Apartment,"2 beds (1 full, 1 sofa bed)",285.834,Paris,France,0,1,0,0,0,0,0,2
L'appartement Matignon,"8th arr., Paris",0.0,0.0,Three-Bedroom Apartment,"3 beds (1 full, 2 queens)",3655.17,Paris,France,0,1,2,0,0,0,0,3
Appartement terrasse Paris,"16th arr., Paris",5.5,0.0,Deluxe Apartment,"4 beds (1 full, 3 queens)",1462.068,Paris,France,0,1,3,0,0,0,0,4
Nice and calm flat with terrace close to Buttes-Chaumont in Paris - Welkeys,"19th arr., Paris",8.0,0.0,Apartment,2 full beds,589.222,Paris,France,0,2,0,0,0,0,0,2
Loft au cur du 17 eme,"17th arr., Paris",0.0,0.0,One-Bedroom Apartment,1 full bed,438.62,Paris,France,0,1,0,0,0,0,0,1
"Center Paris gorgeous apartment, near Eiffel Tower","15th arr., Paris",0.0,0.0,Two-Bedroom Apartment,"4 beds (2 twins, 1 king, 1 sofa bed)",932.068,Paris,France,2,0,0,1,0,0,0,4
Appartement Paris 11e,"11th arr., Paris",0.0,0.0,One-Bedroom Apartment,"2 beds (1 full, 1 sofa bed)",414.253,Paris,France,0,1,0,0,0,0,0,2
Studio meublé Paris 14eme,"14th arr., Paris",0.0,0.0,One-Bedroom Apartment,1 full bed,1553.4470000000001,Paris,France,0,1,0,0,0,0,0,1
Cocooning apartment in the Montmartre area,"18th arr., Paris",0.0,0.0,One-Bedroom Apartment,1 full bed,414.253,Paris,France,0,1,0,0,0,0,0,1
Amazing Studio 2P- Place de clichy,"17th arr., Paris",0.0,0.0,Studio,1 full bed,583.944,Paris,France,0,1,0,0,0,0,0,1
Amazing apartment III Saint Fargeau,"20th arr., Paris",3.5,0.0,One-Bedroom Apartment,"2 beds (1 full, 1 sofa bed)",378.995,Paris,France,0,1,0,0,0,0,0,2
Charming appart 6P - Etienne Marcel / Marais,"3rd arr., Paris",5.5,0.0,Two-Bedroom Apartment,"3 beds (2 fulls, 1 sofa bed)",1276.556,Paris,France,0,2,0,0,0,0,0,3
Appartement champs Élysées,"8th arr., Paris",0.0,0.0,One-Bedroom Apartment,"3 beds (2 fulls, 1 sofa bed)",1159.907,Paris,France,0,2,0,0,0,0,0,3
Cosy Studio,"15th arr., Paris",0.0,0.0,One-Bedroom Apartment,"2 beds (1 full, 1 sofa bed)",745.655,Paris,France,0,1,0,0,0,0,0,2
GuestReady - Chic Apt 7 mins to Pantheon,"5th arr., Paris",0.0,0.0,One-Bedroom Apartment,1 full bed,24365.364,Paris,France,0,1,0,0,0,0,0,1
GuestReady - Cozy Apt 10 mins from Arc de Triomphe,"16th arr., Paris",6.5,0.0,One-Bedroom Apartment,1 full bed,620.41,Paris,France,0,1,0,0,0,0,0,1
GuestReady - Vibrant & Cosy in Montparnasse,"14th arr., Paris",7.0,0.0,Two-Bedroom Apartment,2 full beds,703.751,Paris,France,0,2,0,0,0,0,0,2
Beautiful apartment with a view of Eiffel Tower in center Paris,"14th arr., Paris",7.1,0.0,One-Bedroom Apartment,"2 beds (1 full, 1 sofa bed)",670.231,Paris,France,0,1,0,0,0,0,0,2
appartement trocadero paris 16,"16th arr., Paris",0.0,0.0,Two-Bedroom Apartment,"2 beds (1 full, 1 bunk bed)",1657.01,Paris,France,0,1,0,0,0,0,0,2
Lovely Center Residence,"1st arr., Paris",7.0,0.0,One-Bedroom Apartment,"2 beds (1 full, 1 sofa bed)",704.821,Paris,France,0,1,0,0,0,0,0,2
Magnificent Luxury Flat 2BR/6P - Champs-Elysées,"8th arr., Paris",0.0,0.0,Two-Bedroom Apartment,"3 beds (1 sofa bed, 2 queens)",2492.362,Paris,France,0,0,2,0,0,0,0,3
HSH Luxury Apartment Montaigne Francois 1er,"8th arr., Paris",8.6,8.4,Two-Bedroom Apartment,2 full beds,1442.756,Paris,France,0,2,0,0,0,0,0,2
Appartement au coeur du Marais à Paris by Weekome,"4th arr., Paris",7.8,8.2,Two-Bedroom Apartment,"3 beds (2 fulls, 1 sofa bed)",634.143,Paris,France,0,2,0,0,0,0,0,3
Appartement centre de Paris 2 terrasses au pied des Buttes de Chaumont,"19th arr., Paris",10.0,10.0,Two-Bedroom Apartment,"4 beds (3 sofa beds, 1 queen)",1983.191,Paris,France,0,0,1,0,3,0,0,4
Haussmannien moderne 2 pièces quartier Europe du 8éme,"8th arr., Paris",0.0,0.0,One-Bedroom Apartment,"2 beds (1 full, 1 sofa bed)",670.115,Paris,France,0,1,0,0,0,0,0,2
CMG - Sacré Coeur / Montmartre,"18th arr., Paris",6.0,0.0,One-Bedroom Apartment,"2 beds (1 full, 1 sofa bed)",475.743,Paris,France,0,1,0,0,0,0,0,2
Veeve - Boughs on the Breeze,"10th arr., Paris",0.0,0.0,Apartment,"3 beds (2 fulls, 1 queen)",1789.157,Paris,France,0,2,1,0,0,0,0,3
Paris centre ville,"3rd arr., Paris",0.0,0.0,One-Bedroom Apartment,1 full bed,1657.01,Paris,France,0,1,0,0,0,0,0,1
CMG - Batignolles 1G,"17th arr., Paris",5.5,0.0,One-Bedroom Apartment,"2 beds (1 full, 1 sofa bed)",615.813,Paris,France,0,1,0,0,0,0,0,2
Location chambre à 35 mn du Stade deFrance pour la Finale de la Ligue des Champions UEFA,"14th arr., Paris",0.0,0.0,One-Bedroom Apartment,1 full bed,1014.919,Paris,France,0,1,0,0,0,0,0,1
Cosy studio near Buttes Chaumont and Philharmonie,"19th arr., Paris",9.0,10.0,Two-Bedroom Apartment,"4 beds (2 fulls, 2 sofa beds)",2278.389,Paris,France,0,2,0,0,2,0,0,4
CMG Jacuzzi - Martyrs/ Bas Montmartre,"9th arr., Paris",5.2,0.0,Studio,1 full bed,536.689,Paris,France,0,1,0,0,0,0,0,1
CMG - République / Sebastopol,"3rd arr., Paris",5.3,0.0,One-Bedroom Apartment,"2 beds (1 full, 1 sofa bed)",530.777,Paris,France,0,1,0,0,0,0,0,2
CMG-Le Marais-Temple-1A,"3rd arr., Paris",6.2,0.0,One-Bedroom Apartment,"2 beds (1 sofa bed, 1 queen)",630.412,Paris,France,0,0,1,0,0,0,0,2
Sweet Inn - Maison Boissière,"16th arr., Paris",8.5,9.1,One-Bedroom Apartment,"3 beds (2 twins, 1 sofa bed)",1184.762,Paris,France,2,0,0,0,0,0,0,3
CMG - LE MARAIS/SAINT ANTOINE,"4th arr., Paris",7.5,8.0,One-Bedroom Apartment,"2 beds (1 full, 1 sofa bed)",795.213,Paris,France,0,1,0,0,0,0,0,2
CMG Lamartine-Maubeuge,"9th arr., Paris",7.4,0.0,Two-Bedroom Apartment,"3 beds (2 fulls, 1 sofa bed)",989.077,Paris,France,0,2,0,0,0,0,0,3
High Stay Saint Germain de Pres Paris 6,"6th arr., Paris",9.5,9.6,Two-Bedroom Apartment,"3 beds (2 twins, 1 sofa bed)",1364.075,Paris,France,2,0,0,0,0,0,0,3
CMG - Gare Saint Lazare,"9th arr., Paris",6.2,0.0,Two-Bedroom Apartment,"3 beds (1 sofa bed, 2 queens)",990.83,Paris,France,0,0,2,0,0,0,0,3
CMG Ledru-Rollin - Canal Saint Martin 1,"11th arr., Paris",6.2,0.0,Studio,1 sofa bed,320.982,Paris,France,0,0,0,0,0,0,0,0
CMG - Notre Dame de Paris,"5th arr., Paris",7.7,8.4,Two-Bedroom Apartment,"6 beds (3 twins, 1 full, 2 sofa beds)",1111.693,Paris,France,3,1,0,0,2,0,0,6
CMG - Montorgeuil / Centre de Paris,"2nd arr., Paris",7.0,0.0,Studio,1 queen bed,486.901,Paris,France,0,0,1,0,0,0,0,1
CMG Gambey / Paris 11ème,"11th arr., Paris",5.6,0.0,One-Bedroom Apartment,"2 beds (1 full, 1 sofa bed)",469.1,Paris,France,0,1,0,0,0,0,0,2
CMG Delta / Montmartre,"9th arr., Paris",6.3,0.0,Two-Bedroom Apartment,2 full beds,842.167,Paris,France,0,2,0,0,0,0,0,2
GuestReady - Modern 1-Bedroom Apartment Champs-Élysées,"8th arr., Paris",6.3,8.3,Apartment,"2 beds (1 sofa bed, 1 queen)",907.016,Paris,France,0,0,1,0,0,0,0,2
CMG Ponthieu /Champs-Élysées,"8th arr., Paris",6.3,0.0,Two-Bedroom Apartment,"3 beds (2 fulls, 1 sofa bed)",1203.323,Paris,France,0,2,0,0,0,0,0,3
CMG - Suite Deluxe Tour Eiffel 54,"16th arr., Paris",6.9,0.0,One-Bedroom Apartment,"2 beds (1 full, 1 sofa bed)",689.399,Paris,France,0,1,0,0,0,0,0,2
CMG rue de Bretagne 2,"3rd arr., Paris",5.9,0.0,Studio,1 sofa bed,367.903,Paris,France,0,0,0,0,0,0,0,0
CMG Jacques /Pantheon,"5th arr., Paris",7.0,0.0,Two-Bedroom Apartment,"3 beds (2 fulls, 1 sofa bed)",1255.27,Paris,France,0,2,0,0,0,0,0,3
HSH Magnifique Appartement Marais Arts&Métiers,"3rd arr., Paris",6.5,0.0,One-Bedroom Apartment,"2 beds (1 full, 1 sofa bed)",481.421,Paris,France,0,1,0,0,0,0,0,2
CMG Résidence République - Rue Béranger,"3rd arr., Paris",8.1,8.6,Two-Bedroom Apartment,"3 beds (2 fulls, 1 sofa bed)",1263.159,Paris,France,0,2,0,0,0,0,0,3
"Champs Elysées!Montaigne, New Luxurious 6pers flat","8th arr., Paris",6.8,0.0,Two-Bedroom Apartment,"3 beds (2 fulls, 1 sofa bed)",1610.6770000000001,Paris,France,0,2,0,0,0,0,0,3
CMG - Le Bon Marché - Sèvres D,"6th arr., Paris",6.4,8.0,Three-Bedroom Apartment,"4 beds (1 full, 1 sofa bed, 2 queens)",1740.074,Paris,France,0,1,2,0,0,0,0,4
Greeter-Bel appartement Parisien de 70m2 - St Lazare,"8th arr., Paris",9.7,10.0,Two-Bedroom Apartment,"3 beds (2 fulls, 1 sofa bed)",1120.6870000000001,Paris,France,0,2,0,0,0,0,0,3
Pavleo,"4th arr., Paris",8.0,10.0,Three-Bedroom Apartment,,1932.367,Paris,France,0,0,0,0,0,0,0,0
Paris-sur-seine-chez-caroline,"4th arr., Paris",9.5,9.5,Deluxe Apartment,"6 beds (2 twins, 1 king, 1 sofa bed, 2 futons)",2504.6620000000003,Paris,France,2,0,0,1,0,0,0,6
CMG Cherche Midi - Sèvres,"6th arr., Paris",6.9,0.0,Two-Bedroom Apartment,"3 beds (2 fulls, 1 sofa bed)",1156.306,Paris,France,0,2,0,0,0,0,0,3
217361 - Appartement 6 personnes à Paris,"17th arr., Paris",8.8,8.3,Two-Bedroom Apartment,"4 beds (2 twins, 1 full, 1 sofa bed)",1235.4470000000001,Paris,France,2,1,0,0,0,0,0,4
Club246 Paris Saint Martin,"3rd arr., Paris",4.3,0.0,   Quadruple Room,2 full beds,517.816,Paris,France,0,2,0,0,0,0,0,2
Mb property,"15th arr., Paris",8.0,8.1,One-Bedroom Apartment,"2 beds (1 full, 1 sofa bed)",572.063,Paris,France,0,1,0,0,0,0,0,2
Appartement de 2 chambres avec vue sur la ville balcon amenage et wifi a Paris,"8th arr., Paris",0.0,0.0,Two-Bedroom Apartment,"3 beds (1 twin, 2 fulls)",9107.566,Paris,France,1,2,0,0,0,0,0,3
CMG Residence Buttes Chaumont - Botzaris,"19th arr., Paris",5.4,0.0,Studio,1 sofa bed,293.176,Paris,France,0,0,0,0,0,0,0,0
Stella Yardena,"17th arr., Paris",9.0,0.0,Apartment,"2 beds (1 sofa bed, 1 queen)",731.034,Paris,France,0,0,1,0,0,0,0,2
Les Residences - République,"3rd arr., Paris",6.9,0.0,One-Bedroom Apartment,"2 beds (1 sofa bed, 1 queen)",888.38,Paris,France,0,0,1,0,0,0,0,2
Love Nest in Saint-Michel,"6th arr., Paris",6.7,8.3,Deluxe Apartment,1 queen bed,974.712,Paris,France,0,0,1,0,0,0,0,1
Narcisse,"3rd arr., Paris",3.7,0.0,Three-Bedroom Apartment,"3 beds (1 full, 1 king, 1 queen)",1802.5140000000001,Paris,France,0,1,1,1,0,0,0,3
CMG - Suite Premium Tour Eiffel - 71,"16th arr., Paris",6.4,0.0,Superior Double Room,1 queen bed,597.95,Paris,France,0,0,1,0,0,0,0,1
Balthazar,"3rd arr., Paris",6.3,0.0,Deluxe Apartment,,2166.475,Paris,France,0,0,0,0,0,0,0,0
Sublime appartement Champs Elysees ( Chaillot),"16th arr., Paris",0.0,0.0,Apartment with Terrace,1 full bed,1448.289,Paris,France,0,1,0,0,0,0,0,1
Haussmann Opera,"9th arr., Paris",6.1,0.0,Deluxe Apartment,"6 beds (2 twins, 2 fulls, 1 sofa bed, 1 queen)",1645.871,Paris,France,2,2,1,0,0,0,0,6
Résidence Bonne Nouvelle,"2nd arr., Paris",5.8,0.0,Appartment-1,"2 beds (1 sofa bed, 1 queen)",872.367,Paris,France,0,0,1,0,0,0,0,2
Boutique Hotel de la Place des Vosges,"4th arr., Paris",8.5,8.9,Double Room,1 full bed,1094.663,Paris,France,0,1,0,0,0,0,0,1
Montparnasse Alésia,"14th arr., Paris",8.1,8.5,Standard Single Room,,1023.448,Paris,France,0,0,0,0,0,0,0,0
Oops! Latin quarter by Hiphophostels,"13th arr., Paris",7.3,0.0,Bed in 2-Bed Mixed Dormitory Room,,319.798,Paris,France,0,0,0,0,0,0,0,0
Hipotel Paris Père-Lachaise République,"11th arr., Paris",5.1,0.0,Single Room,,413.788,Paris,France,0,0,0,0,0,0,0,0
Modern Hotel,"11th arr., Paris",6.5,0.0,Single Room,,574.326,Paris,France,0,0,0,0,0,0,0,0
Villa Montparnasse,"14th arr., Paris",7.7,8.2,Single Room,,1090.452,Paris,France,0,0,0,0,0,0,0,0
Strand Hotel,"Bencoolen, Singapore",7.7,8.1,Deluxe Double Room,1 queen bed,329.267,Singapore,Singapore,0,0,1,0,0,0,0,1
