Hotel Name,Location,Rating,Room Score,Room Type,Bed Type,Price,City,Country,twins,fulls,queen,king,sofa beds,bunk beds,futon beds,Number of bed
Kranji Sanctuary Resort,Singapore,8.0,0.0,Standard Double Room,1 queen bed,323.267,Singapore,Singapore,0,0,1,0,0,0,0,1
Republic of Singapore Yacht Club,"Queenstown, Singapore",6.5,0.0,Superior Double or Twin Room,Multiple bed types,320.083,Singapore,Singapore,0,0,0,0,0,0,0,0
Grand Copthorne Waterfront,"Robertson Quay, Singapore",7.3,0.0,Grand Deluxe King ( Newly Renovated Room),1 full bed,457.83,Singapore,Singapore,0,1,0,0,0,0,0,1
Studio M Hotel,"Robertson Quay, Singapore",6.9,0.0,Premier Loft,1 queen bed,364.592,Singapore,Singapore,0,0,1,0,0,0,0,1
AM Hotel,"East Coast, Singapore",6.5,0.0,Standard Double or Twin Room,   1 double or 2 twins,178.377,Singapore,Singapore,2,0,0,0,0,0,0,2
Rendezvous Hotel Singapore by Far East Hospitality,"Bencoolen, Singapore",8.5,9.0,Deluxe Double or Twin Room,   1 double or 2 twins,477.257,Singapore,Singapore,2,0,0,0,0,0,0,2
M Hotel Singapore City Centre,"Shenton Way, Singapore",7.9,8.5,Deluxe Twin Room with Free Wifi,2 twin beds,427.175,Singapore,Singapore,2,0,0,0,0,0,0,2
Arena eSports Hotel @ Bugis Village,"Bugis, Singapore",7.1,0.0,Queen Room with Shared Bathroom,1 queen bed,209.707,Singapore,Singapore,0,0,1,0,0,0,0,1
"Holiday Inn Express Singapore Serangoon, an IHG Hotel","Lavender, Singapore",8.2,8.6,Standard Room,   1 double or 2 twins,348.169,Singapore,Singapore,2,0,0,0,0,0,0,2
Hotel 81 Premier Princess,"Geylang, Singapore",8.1,8.3,Deluxe Queen Room,1 full bed,213.79,Singapore,Singapore,0,1,0,0,0,0,0,1
M Social Singapore,"Robertson Quay, Singapore",7.5,8.1,Alcove Cozy Queen,1 queen bed,343.651,Singapore,Singapore,0,0,1,0,0,0,0,1
"Holiday Inn Express Singapore Katong, an IHG Hotel","Katong, Singapore",8.4,9.0,Standard Room,   1 double or 2 twins,298.219,Singapore,Singapore,2,0,0,0,0,0,0,2
Value Hotel Balestier,"Novena, Singapore",6.6,0.0,Standard Double Room,1 queen bed,173.873,Singapore,Singapore,0,0,1,0,0,0,0,1
lyf one-north Singapore,"Queenstown, Singapore",8.4,8.7,Studio,1 queen bed,294.285,Singapore,Singapore,0,0,1,0,0,0,0,1
Orchard Hotel Singapore,"Orchard, Singapore",7.6,8.2,Premier King Room,Multiple bed types,503.851,Singapore,Singapore,0,0,0,0,0,0,0,0
"Holiday Inn Singapore Little India, an IHG Hotel","Farrer Park, Singapore",8.3,8.6,2 Twin Beds High Floor - Smoking,2 twin beds,376.259,Singapore,Singapore,2,0,0,0,0,0,0,2
"Holiday Inn Singapore Orchard City Centre, an IHG Hotel","Orchard, Singapore",8.0,8.3,Premium King Room,1 king bed,717.399,Singapore,Singapore,0,0,0,1,0,0,0,1
Ibis Singapore Novena,"Novena, Singapore",7.3,0.0,Standard Queen Room,1 queen bed,252.11700000000002,Singapore,Singapore,0,0,1,0,0,0,0,1
Momentus Hotel Alexandra,"Bukit Merah, Singapore",7.5,9.2,Deluxe Queen Room,1 queen bed,415.94800000000004,Singapore,Singapore,0,0,1,0,0,0,0,1
Mercure Singapore On Stevens,"Orchard, Singapore",7.5,8.2,Superior Double Room,1 full bed,385.214,Singapore,Singapore,0,1,0,0,0,0,0,1
Oasia Resort Sentosa by Far East Hospitality,"Sentosa Island, Singapore",8.5,9.0,Junior Suite,1 king bed,836.275,Singapore,Singapore,0,0,0,1,0,0,0,1
Robertson Quay Hotel,"Robertson Quay, Singapore",5.5,0.0,Standard Double Room,1 queen bed,250.731,Singapore,Singapore,0,0,1,0,0,0,0,1
Hotel Telegraph,"Marina Bay, Singapore",8.8,9.1,Cozy Room,1 king bed,711.985,Singapore,Singapore,0,0,0,1,0,0,0,1
The Outpost Hotel Sentosa by Far East Hospitality,"Sentosa Island, Singapore",8.3,9.1,Deluxe Room Sea View,1 full bed,743.8340000000001,Singapore,Singapore,0,1,0,0,0,0,0,1
The Capitol Kempinski Hotel Singapore,"City Hall, Singapore",8.8,9.4,Stamford Suite,1 king bed,1650.575,Singapore,Singapore,0,0,0,1,0,0,0,1
Quincy Hotel Singapore by Far East Hospitality,"Orchard, Singapore",8.7,9.0,Deluxe Room,1 king bed,582.598,Singapore,Singapore,0,0,0,1,0,0,0,1
Orchard Rendezvous Hotel by Far East Hospitality,"Orchard, Singapore",8.0,8.5,Club Double or Twin Room,   1 double or 2 twins,631.327,Singapore,Singapore,2,0,0,0,0,0,0,2
Pan Pacific Singapore,"Marina Bay, Singapore",8.4,8.9,Deluxe Panoramic King or Twin Room,Multiple bed types,779.823,Singapore,Singapore,0,0,0,0,0,0,0,0
Fraser Place Robertson Walk Singapore,"Robertson Quay, Singapore",8.8,9.3,One Bedroom Apartment Deluxe,1 queen bed,635.388,Singapore,Singapore,0,0,1,0,0,0,0,1
Hotel 81 Premier Star,"Geylang, Singapore",7.2,0.0,Twin Room,2 twin beds,170.154,Singapore,Singapore,2,0,0,0,0,0,0,2
Amara Singapore,"Shenton Way, Singapore",6.9,0.0,Executive Room,   1 double or 2 twins,423.99,Singapore,Singapore,2,0,0,0,0,0,0,2
voco Orchard Singapore,"Orchard, Singapore",8.0,8.4,Deluxe Room,1 king bed,581.244,Singapore,Singapore,0,0,0,1,0,0,0,1
YOTEL Singapore Orchard Road,"Orchard, Singapore",8.0,8.3,Premium Queen Room,1 queen bed,364.374,Singapore,Singapore,0,0,1,0,0,0,0,1
"Holiday Inn Express Singapore Clarke Quay, an IHG Hotel","Clarke Quay, Singapore",8.2,8.6,Standard Twin Room,2 twin beds,411.253,Singapore,Singapore,2,0,0,0,0,0,0,2
Ibis Singapore on Bencoolen,"Bencoolen, Singapore",7.8,8.2,Standard Twin Room,2 twin beds,356.79200000000003,Singapore,Singapore,2,0,0,0,0,0,0,2
"Holiday Inn Singapore Atrium, an IHG Hotel","Robertson Quay, Singapore",7.7,8.1,Standard Queen Room - Lounge Access,1 queen bed,538.248,Singapore,Singapore,0,0,1,0,0,0,0,1
lyf Farrer Park Singapore,"Lavender, Singapore",8.5,8.8,One of a Kind,1 queen bed,433.943,Singapore,Singapore,0,0,1,0,0,0,0,1
Heritage Collection on Pagoda - A Digital Hotel,"Chinatown, Singapore",0.0,0.0,Loft (Skylight),1 queen bed,302.043,Singapore,Singapore,0,0,1,0,0,0,0,1
Value Hotel Nice,"Novena, Singapore",6.7,0.0,Standard Queen Room ( No Windows ),1 full bed,174.549,Singapore,Singapore,0,1,0,0,0,0,0,1
Classique Hotel,"Lavender, Singapore",7.1,0.0,Standard Queen Room - no window,1 full bed,211.133,Singapore,Singapore,0,1,0,0,0,0,0,1
The St Regis Singapore,"Orchard, Singapore",8.7,9.3,Grand Deluxe King Room,1 king bed,945.119,Singapore,Singapore,0,0,0,1,0,0,0,1
K Hotel Aliwal (Premier),"Kampong Glam, Singapore",4.8,0.0,Standard Twin Room with Shared Bathroom,1 bunk bed,143.97,Singapore,Singapore,0,0,0,0,0,0,0,0
Sheraton Towers Singapore Hotel,"Orchard, Singapore",8.1,8.8,Twin Room,2 twin beds,564.444,Singapore,Singapore,2,0,0,0,0,0,0,2
Fraser Residence Orchard Singapore,"Orchard, Singapore",9.1,9.4,Studio Deluxe King,1 king bed,650.866,Singapore,Singapore,0,0,0,1,0,0,0,1
Novotel Singapore On Stevens,"Orchard, Singapore",7.3,8.1,Superior Double Room,1 full bed,469.61400000000003,Singapore,Singapore,0,1,0,0,0,0,0,1
"InterContinental Singapore Robertson Quay, an IHG Hotel","Robertson Quay, Singapore",8.3,9.0,1 King Bed Classic Top Floor,1 king bed,703.172,Singapore,Singapore,0,0,0,1,0,0,0,1
Fragrance Hotel - Classic,"Novena, Singapore",7.1,0.0,Standard Double Room,1 full bed,158.454,Singapore,Singapore,0,1,0,0,0,0,0,1
Genting Hotel Jurong,"Jurong East, Singapore",7.5,8.1,Deluxe Double or Twin Room,Multiple bed types,344.68600000000004,Singapore,Singapore,0,0,0,0,0,0,0,0
Citadines Mount Sophia Singapore,"Selegie, Singapore",7.9,8.1,Studio,1 queen bed,412.166,Singapore,Singapore,0,0,1,0,0,0,0,1
Days Hotel by Wyndham Singapore at Zhongshan Park,"Novena, Singapore",8.2,8.6,Superior Queen Room - Non-Smoking,1 queen bed,368.652,Singapore,Singapore,0,0,1,0,0,0,0,1
Peninsula Excelsior Hotel,"City Hall, Singapore",7.6,0.0,Premier Double or Twin Room,Multiple bed types,520.996,Singapore,Singapore,0,0,0,0,0,0,0,0
Singapore Marriott Tang Plaza Hotel,"Orchard, Singapore",8.1,8.8,"Premier Deluxe Twin, Guest room, 2 Single Beds",2 twin beds,776.32,Singapore,Singapore,2,0,0,0,0,0,0,2
Ramada by Wyndham Singapore at Zhongshan Park,"Novena, Singapore",8.0,8.5,King Room with Park View - Non-Smoking,1 king bed,450.664,Singapore,Singapore,0,0,0,1,0,0,0,1
Hmlet Cantonment,"Bukit Merah, Singapore",8.2,8.3,The Small Room,1 queen bed,407.231,Singapore,Singapore,0,0,1,0,0,0,0,1
Village Hotel Changi by Far East Hospitality,"Changi, Singapore",8.0,8.5,Deluxe Double or Twin Room,Multiple bed types,333.523,Singapore,Singapore,0,0,0,0,0,0,0,0
Vibe Hotel Singapore Orchard,"Orchard, Singapore",8.3,8.7,Premier Double or Twin Room,1 king bed,516.671,Singapore,Singapore,0,0,0,1,0,0,0,1
Furama RiverFront,"Robertson Quay, Singapore",6.9,0.0,Superior Double or Twin Room,Multiple bed types,323.15500000000003,Singapore,Singapore,0,0,0,0,0,0,0,0
Ibis Styles Singapore On Macpherson,Singapore,6.4,0.0,Standard Queen Room with Pool View,1 queen bed,249.887,Singapore,Singapore,0,0,1,0,0,0,0,1
Mercure Singapore Tyrwhitt,"Lavender, Singapore",7.6,8.1,Classic Double Room with Balcony,1 full bed,383.657,Singapore,Singapore,0,1,0,0,0,0,0,1
Hotel G Singapore,"Bencoolen, Singapore",7.9,8.4,Good Room King,1 king bed,308.509,Singapore,Singapore,0,0,0,1,0,0,0,1
W Singapore - Sentosa Cove,"Sentosa Island, Singapore",8.5,9.1,Fabulous King,1 king bed,916.774,Singapore,Singapore,0,0,0,1,0,0,0,1
Grand Mercure Singapore Roxy,"Katong, Singapore",7.9,8.2,Superior Double Room,1 king bed,380.19800000000004,Singapore,Singapore,0,0,0,1,0,0,0,1
Citadines Rochor,"Little India, Singapore",8.4,8.8,Studio Executive,1 queen bed,448.27500000000003,Singapore,Singapore,0,0,1,0,0,0,0,1
Harbour Ville Hotel,"Bukit Merah, Singapore",6.4,0.0,Premier Queen Room (Newly Renovated),1 full bed,262.754,Singapore,Singapore,0,1,0,0,0,0,0,1
Owen House by Hmlet,"Farrer Park, Singapore",7.1,0.0,Studio,1 queen bed,394.491,Singapore,Singapore,0,0,1,0,0,0,0,1
hovoh homes Bugis Rochor,"Victoria, Singapore",0.0,0.0,One-Bedroom Apartment,1 twin bed,514.664,Singapore,Singapore,1,0,0,0,0,0,0,1
Four Seasons Hotel Singapore,"Orchard, Singapore",9.2,9.6,Boulevard Twin Room,2 twin beds,1220.215,Singapore,Singapore,2,0,0,0,0,0,0,2
Fraser Suites Singapore,"River Valley, Singapore",8.5,8.9,Premier One-Bedroom Apartment,1 king bed,703.863,Singapore,Singapore,0,0,0,1,0,0,0,1
JW Marriott Hotel Singapore South Beach,"City Hall, Singapore",8.4,8.9,Premier Guest Room with Marina Bay View,1 king bed,1003.164,Singapore,Singapore,0,0,0,1,0,0,0,1
L Hotel at Broadway,"Farrer Park, Singapore",5.5,0.0,Deluxe Twin Room,2 twin beds,220.257,Singapore,Singapore,2,0,0,0,0,0,0,2
K Hotel 1515,"Geylang, Singapore",5.2,0.0,Superior Double Room,1 queen bed,179.111,Singapore,Singapore,0,0,1,0,0,0,0,1
Royal Plaza on Scotts,"Orchard, Singapore",7.6,8.3,Premier King Room,1 king bed,631.247,Singapore,Singapore,0,0,0,1,0,0,0,1
Pullman Singapore Orchard,"Orchard, Singapore",8.2,8.5,Superior King Room,1 king bed,693.3530000000001,Singapore,Singapore,0,0,0,1,0,0,0,1
Paradox Singapore Merchant Court at Clarke Quay,"Clarke Quay, Singapore",8.3,8.8,Luxe King,1 king bed,621.056,Singapore,Singapore,0,0,0,1,0,0,0,1
Citadines Raffles Place Singapore,"Shenton Way, Singapore",8.7,9.0,Studio Deluxe,1 queen bed,601.946,Singapore,Singapore,0,0,1,0,0,0,0,1
Dusit Thani Laguna Singapore,Singapore,8.4,9.1,Deluxe Laguna Pool View King,1 king bed,621.693,Singapore,Singapore,0,0,0,1,0,0,0,1
YOTELAIR Singapore Changi Airport Landside,"Changi, Singapore",7.6,8.1,Premium Queen Cabin,1 queen bed,364.002,Singapore,Singapore,0,0,1,0,0,0,0,1
"Maxwell Reserve Singapore, Autograph Collection","Chinatown, Singapore",7.4,0.0,"Le Colonial Room, Guest Room, 1 King",1 king bed,542.707,Singapore,Singapore,0,0,0,1,0,0,0,1
"Duxton Reserve Singapore, Autograph Collection","Chinatown, Singapore",7.7,8.1,"Opium Club Suite, Club Lounge Access, 1 King, City View",1 king bed,1007.703,Singapore,Singapore,0,0,0,1,0,0,0,1
Andaz Singapore A Concept by Hyatt,"Bugis, Singapore",8.6,9.2,1 King Sea View Deluxe,1 king bed,1210.5810000000001,Singapore,Singapore,0,0,0,1,0,0,0,1
Courtyard by Marriott Singapore Novena,"Novena, Singapore",7.8,8.8,Guest Room Twin with Cityscape View,2 twin beds,589.71,Singapore,Singapore,2,0,0,0,0,0,0,2
Mercure Singapore Bugis,"Victoria, Singapore",7.3,8.3,Signature Twin Room,2 twin beds,419.451,Singapore,Singapore,2,0,0,0,0,0,0,2
"Hotel Indigo Singapore Katong, an IHG Hotel","Katong, Singapore",9.0,9.5,1 King Standard Heritage View,1 queen bed,541.107,Singapore,Singapore,0,0,1,0,0,0,0,1
Villa Samadhi Singapore by Samadhi - Adults Only,"Bukit Merah, Singapore",8.1,8.7,Crib,1 king bed,586.237,Singapore,Singapore,0,0,0,1,0,0,0,1
The Vagabond Club A Tribute Portfolio Hotel Singapore,"Jalan Besar, Singapore",8.1,9.3,"Courtyard Club Room, Club Lounge Access, Guest Room, 1 King",1 king bed,775.125,Singapore,Singapore,0,0,0,1,0,0,0,1
Aqueen Hotel Paya Lebar,"Geylang, Singapore",7.9,8.3,Superior Room,   1 double or 2 twins,244.433,Singapore,Singapore,2,0,0,0,0,0,0,2
The Westin Singapore,"Marina Bay, Singapore",8.5,9.1,Deluxe King Room,1 king bed,867.886,Singapore,Singapore,0,0,0,1,0,0,0,1
Hotel Soloha at Chinatown,"Chinatown, Singapore",7.4,0.0,Standard Double No Window,1 queen bed,277.039,Singapore,Singapore,0,0,1,0,0,0,0,1
Carlton City Hotel Singapore,"Chinatown, Singapore",8.5,9.0,Executive King or Twin Room,Multiple bed types,698.033,Singapore,Singapore,0,0,0,0,0,0,0,0
Dorsett Singapore,"Chinatown, Singapore",7.4,0.0,Splash Room,1 king bed,407.225,Singapore,Singapore,0,0,0,1,0,0,0,1
"PARKROYAL COLLECTION Pickering, Singapore","Chinatown, Singapore",8.7,9.3,Long Stay Offer - Urban Deluxe King or Twin,Multiple bed types,809.0450000000001,Singapore,Singapore,0,0,0,0,0,0,0,0
"Capri by Fraser Changi City, Singapore","Changi, Singapore",8.2,8.8,Studio Deluxe,1 king bed,522.365,Singapore,Singapore,0,0,0,1,0,0,0,1
Village Hotel Katong by Far East Hospitality,"Katong, Singapore",8.3,8.8,Peranakan Club,1 king bed,565.798,Singapore,Singapore,0,0,0,1,0,0,0,1
Park Regis Singapore,"Clarke Quay, Singapore",7.7,8.2,Standard Double Room,1 queen bed,473.993,Singapore,Singapore,0,0,1,0,0,0,0,1
The Fullerton Bay Hotel Singapore,"Marina Bay, Singapore",8.9,9.5,Bay View Room,1 king bed,1729.202,Singapore,Singapore,0,0,0,1,0,0,0,1
The Fullerton Hotel Singapore,"Marina Bay, Singapore",8.8,9.4,Premier Collyer Suite,1 king bed,2088.917,Singapore,Singapore,0,0,0,1,0,0,0,1
PARKROYAL Serviced Suites Singapore,"Bugis, Singapore",8.3,8.4,Premium One-Bedroom Apartment,1 full bed,755.697,Singapore,Singapore,0,1,0,0,0,0,0,1
"The Ritz-Carlton, Millenia Singapore","Marina Bay, Singapore",9.0,9.4,Deluxe Kallang Guest room with 1 King Bed,1 king bed,1084.459,Singapore,Singapore,0,0,0,1,0,0,0,1
"Crowne Plaza Changi Airport, an IHG Hotel","Changi, Singapore",8.6,9.2,1 King Bed Standard Jewel Wing,1 king bed,528.6,Singapore,Singapore,0,0,0,1,0,0,0,1
"PARKROYAL on Kitchener Road, Singapore","Lavender, Singapore",7.7,8.3,Family Room (4 Adults),"3 beds (2 twins, 1 king)",1114.556,Singapore,Singapore,2,0,0,1,0,0,0,3
"PARKROYAL on Beach Road, Singapore","Bugis, Singapore",8.4,9.0,PARKROYAL Club Premier Double or Twin Room,Multiple bed types,814.538,Singapore,Singapore,0,0,0,0,0,0,0,0
"The Serangoon House, Singapore, a Tribute Portfolio Hotel","Farrer Park, Singapore",7.3,8.8,Royal Deluxe Room,2 queen beds,457.83,Singapore,Singapore,0,0,2,0,0,0,0,2
"InterContinental Singapore, an IHG Hotel","Bugis, Singapore",8.4,9.0,Classic Room,   1 double or 2 twins,808.567,Singapore,Singapore,2,0,0,0,0,0,0,2
The Scarlet Singapore,"Chinatown, Singapore",8.3,8.7,Suite,1 queen bed,909.6080000000001,Singapore,Singapore,0,0,1,0,0,0,0,1
Grand Park City Hall,"City Hall, Singapore",7.8,8.5,Deluxe Double or Twin Room with Weekly Housekeeping,"3 beds (2 twins, 1 king)",523.677,Singapore,Singapore,2,0,0,1,0,0,0,3
"PARKROYAL COLLECTION Marina Bay, Singapore","Marina Bay, Singapore",8.5,9.0,Signature Marina Bay King or Twin,Multiple bed types,979.357,Singapore,Singapore,0,0,0,0,0,0,0,0
RedDoorz at Geylang,"Geylang, Singapore",6.6,0.0,Twin Room,2 twin beds,164.77700000000002,Singapore,Singapore,2,0,0,0,0,0,0,2
JJH Serviced Apartments near Serangoon MRT,Singapore,7.0,0.0,One-Bedroom Apartment,1 queen bed,370.245,Singapore,Singapore,0,0,1,0,0,0,0,1
Link Hotel Singapore,"Tiong Bahru, Singapore",6.8,0.0,Deluxe Double or Twin Room,   1 double or 2 twins,297.309,Singapore,Singapore,2,0,0,0,0,0,0,2
New Cape Inn,"Tiong Bahru, Singapore",6.8,0.0,Standard King Room,1 king bed,269.201,Singapore,Singapore,0,0,0,1,0,0,0,1
Ariva on Shan Serviced Residences,"Novena, Singapore",8.3,8.5,One-Bedroom Apartment,1 queen bed,386.488,Singapore,Singapore,0,0,1,0,0,0,0,1
Hotel Calmo Chinatown,"Chinatown, Singapore",5.6,0.0,Superior Double Room,1 queen bed,275.7,Singapore,Singapore,0,0,1,0,0,0,0,1
Victoria Hotel a NuVe Group Collection,"Victoria, Singapore",6.8,0.0,Superior King Room,1 queen bed,290.344,Singapore,Singapore,0,0,1,0,0,0,0,1
Lion Peak Hotel Hamilton,"Lavender, Singapore",6.7,0.0,Double or Twin Room,Multiple bed types,307.622,Singapore,Singapore,0,0,0,0,0,0,0,0
Hotel Clover The Arts,"Boat Quay, Singapore",6.8,0.0,Executive Queen Room,1 queen bed,275.003,Singapore,Singapore,0,0,1,0,0,0,0,1
Nostalgia Hotel,"Tiong Bahru, Singapore",7.7,8.0,Superior Double Room (No Window),1 full bed,257.181,Singapore,Singapore,0,1,0,0,0,0,0,1
Heritage Collection on Chinatown - A Digital Hotel,"Chinatown, Singapore",8.8,9.1,Studio (No Windows),1 full bed,295.55400000000003,Singapore,Singapore,0,1,0,0,0,0,0,1
Hotel Traveltine,"Kallang, Singapore",7.8,8.1,Superior Room,   1 double or 2 twins,331.128,Singapore,Singapore,2,0,0,0,0,0,0,2
Perak Hotel,"Little India, Singapore",6.9,0.0,Superior Double or Twin Room,   1 double or 2 twins,270.04,Singapore,Singapore,2,0,0,0,0,0,0,2
One Farrer Hotel,"Farrer Park, Singapore",8.6,9.1,Mint Room,Multiple bed types,574.078,Singapore,Singapore,0,0,0,0,0,0,0,0
K Hotel 14,"Geylang, Singapore",4.9,0.0,Standard King Room,1 king bed,198.57500000000002,Singapore,Singapore,0,0,0,1,0,0,0,1
K2 Guesthouse,"Queenstown, Singapore",6.5,0.0,Double Shared Bathroom,   1 double or 2 twins,262.597,Singapore,Singapore,2,0,0,0,0,0,0,2
"Capri by Fraser China Square, Singapore","Chinatown, Singapore",8.5,9.3,Deluxe Double or Twin Room,1 twin bed,448.116,Singapore,Singapore,1,0,0,0,0,0,0,1
JEN Singapore Tanglin by Shangri-La,"Orchard, Singapore",8.1,8.6,Club Double Room - Breakfast included,1 full bed,717.001,Singapore,Singapore,0,1,0,0,0,0,0,1
Siloso Beach Resort - Sentosa,"Sentosa Island, Singapore",6.8,0.0,Deluxe Double or Twin Room,   1 double or 2 twins,464.836,Singapore,Singapore,2,0,0,0,0,0,0,2
Aqueen Heritage Hotel Little India,"Farrer Park, Singapore",7.6,8.0,Cozy Room,1 queen bed,234.75900000000001,Singapore,Singapore,0,0,1,0,0,0,0,1
Sofitel Singapore Sentosa Resort & Spa,"Sentosa Island, Singapore",7.3,0.0,"PRESTIGE SUITE, 1 King Size Bed",1 king bed,1180.8020000000001,Singapore,Singapore,0,0,0,1,0,0,0,1
Orchard Point Serviced Apartments,"Orchard, Singapore",7.6,8.0,1 Studio Suite,1 full bed,401.86400000000003,Singapore,Singapore,0,1,0,0,0,0,0,1
Louis Kienne Serviced Residences - Havelock,"Bukit Merah, Singapore",6.9,0.0,Deluxe King Studio,1 king bed,370.889,Singapore,Singapore,0,0,0,1,0,0,0,1
30 Bencoolen,"Bencoolen, Singapore",8.5,8.9,Deluxe Twin Room,2 twin beds,333.817,Singapore,Singapore,2,0,0,0,0,0,0,2
Hotel NuVe Stellar,"Lavender, Singapore",7.2,0.0,Superior Queen Room,1 queen bed,261.65,Singapore,Singapore,0,0,1,0,0,0,0,1
The Great Madras by Hotel Calmo,"Little India, Singapore",5.6,0.0,The Great Suite,1 queen bed,353.951,Singapore,Singapore,0,0,1,0,0,0,0,1
Citadines Connect City Centre Singapore,"Dhoby Ghaut, Singapore",8.5,8.9,Loft 1,1 queen bed,578.856,Singapore,Singapore,0,0,1,0,0,0,0,1
Copthorne King's Hotel Singapore on Havelock,"Robertson Quay, Singapore",7.1,0.0,Deluxe Twin Room with Balcony,2 twin beds,351.135,Singapore,Singapore,2,0,0,0,0,0,0,2
Santa Grand Hotel East Coast,"Katong, Singapore",7.9,8.4,Superior Double or Twin Room,   1 double or 2 twins,324.937,Singapore,Singapore,2,0,0,0,0,0,0,2
Wink at Upper Cross Street,"Chinatown, Singapore",7.8,8.2,Bed in 4-Bed Mixed Dormitory Room,1 full bed,242.49800000000002,Singapore,Singapore,0,1,0,0,0,0,0,1
Arton Boutique Hotel,"Lavender, Singapore",7.3,0.0,Superior Queen Room,1 queen bed,247.032,Singapore,Singapore,0,0,1,0,0,0,0,1
Hotel Grand Pacific,"Victoria, Singapore",6.9,0.0,Premier Double Room,1 queen bed,371.825,Singapore,Singapore,0,0,1,0,0,0,0,1
ST Signature Jalan Besar,"Little India, Singapore",7.4,0.0,"Cabin M, Private Bathroom",1 full bed,317.903,Singapore,Singapore,0,1,0,0,0,0,0,1
Harbour Ville Hotel - Hamilton,"Lavender, Singapore",6.4,0.0,Loft,1 king bed,316.332,Singapore,Singapore,0,0,0,1,0,0,0,1
Lion Peak Hotel Raffles,"Bugis, Singapore",6.6,0.0,Premier King Room,1 king bed,455.69100000000003,Singapore,Singapore,0,0,0,1,0,0,0,1
Novotel Living Singapore Orchard,"Orchard, Singapore",8.5,8.7,Executive Studio,,551.784,Singapore,Singapore,0,0,0,0,0,0,0,0
The Daulat by Hotel Calmo,"Little India, Singapore",6.4,0.0,Loft Room,1 queen bed,323.121,Singapore,Singapore,0,0,1,0,0,0,0,1
Heritage Collection on Boat Quay - South Bridge Wing,"Boat Quay, Singapore",8.7,8.6,Premium Studio with River View,1 queen bed,328.234,Singapore,Singapore,0,0,1,0,0,0,0,1
Hotel Royal,"Novena, Singapore",6.8,0.0,Deluxe Room ll,   1 double or 2 twins,454.80400000000003,Singapore,Singapore,2,0,0,0,0,0,0,2
Hotel Clover 769 North Bridge Road,"Kampong Glam, Singapore",7.8,8.0,Executive King Room,1 king bed,296.419,Singapore,Singapore,0,0,0,1,0,0,0,1
ST Signature Chinatown,"Chinatown, Singapore",7.2,0.0,"Cabin S, Double, Shared Bathroom",1 full bed,294.972,Singapore,Singapore,0,1,0,0,0,0,0,1
Hotel Grand Central,"Orchard, Singapore",6.9,0.0,Executive Double or Twin Room,Multiple bed types,462.144,Singapore,Singapore,0,0,0,0,0,0,0,0
Dao by Dorsett AMTD Singapore,"Marina Bay, Singapore",8.7,9.2,One-Bedroom Executive Suite,1 king bed,797.818,Singapore,Singapore,0,0,0,1,0,0,0,1
Synergy B,"Queenstown, Singapore",9.4,8.5,Sunrise Cruise - 4 Hours (10am to 2pm),1 sofa bed,1433.2060000000001,Singapore,Singapore,0,0,0,0,0,0,0,0
ST Signature Tanjong Pagar,"Chinatown, Singapore",7.7,8.1,"Cabin S, Double, Shared Bathroom",1 full bed,260.65500000000003,Singapore,Singapore,0,1,0,0,0,0,0,1
Hotel NuVe Urbane,"Lavender, Singapore",7.8,8.3,Deluxe Queen Room,1 queen bed,326.045,Singapore,Singapore,0,0,1,0,0,0,0,1
Oasia Residence Singapore,Singapore,9.0,9.1,Two-Bedroom Suite,2 king beds,1038.357,Singapore,Singapore,0,0,0,2,0,0,0,2
Hotel Yan,"Lavender, Singapore",7.6,8.0,Deluxe King Room,1 queen bed,320.601,Singapore,Singapore,0,0,1,0,0,0,0,1
Village Residence Hougang by Far East Hospitality,Singapore,8.2,8.5,Two-Bedroom Apartment,"3 beds (2 twins, 1 queen)",722.336,Singapore,Singapore,2,0,1,0,0,0,0,3
Hi Hotel Dot,"Geylang, Singapore",6.5,0.0,Superior Double Room,1 queen bed,243.03300000000002,Singapore,Singapore,0,0,1,0,0,0,0,1
Hotel NuVe,"Kampong Glam, Singapore",7.0,0.0,NuVe Basic Room (No Window),1 queen bed,269.547,Singapore,Singapore,0,0,1,0,0,0,0,1
Orchid Hotel,"Chinatown, Singapore",8.1,8.9,Deluxe Queen Room,1 queen bed,533.312,Singapore,Singapore,0,0,1,0,0,0,0,1
